NOME,SIMBOLO_NOMEACAO,TITULO_PORTARIA,DATA_PORTARIA,LINK_PORTARIA
lillian antonieta tavares de araujo,102.2,"PORTARIA Nº 862, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
moisés paes landim plácido,101.2,"PORTARIA Nº 241, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
rodrigo fabiano do carmo said,101.4,"PORTARIA Nº 116, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=70
maria aparecida da silva,101.1,"Portaria  Nº 117, DE 24 DE janeiro DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=44
grazielle seabra durães aguiar,102.3,"Portaria  Nº 118, DE 24 DE janeiro DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=44
nathalia de carvalho peres bueno,102.4,"Portaria  Nº 119, DE 24 DE janeiro DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=44
fernando maurício duarte melo,102.4,"PORTARIA Nº 36, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=68
ricardo hiroshi ishida,101.1,PORTARIAS DE 22 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
lilian claessen de miranda brandão,101.4,"PORTARIA Nº 41, DE 23 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=12
andré luis barreto paes,102.3,"PORTARIA Nº 18, DE 23 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=7
fernando ely,101.3,"PORTARIA Nº 183, DE 23 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=7
rodrigo alvarenga rezende,101.4,"PORTARIA Nº 184, DE 23 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=7
sharlene lopes oliveira,101.1,"PORTARIA Nº 48, DE 22 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=43
ana paula ameno sobral,101.3,"PORTARIA Nº 373, DE 22 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=3
magali romero sa,102.1,Portarias de 25 de janeiro de 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=48
viviane beatriz ludwig,101.3,"PORTARIA Nº 234, DE 21 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=3
julevania alves olegario,102.3,"PORTARIA Nº 161, DE 18 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=41
caio neemias candido de araujo,101.1,"PORTARIA Nº 161, DE 18 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=41
jose karlson correia da silva melo,101.3,"PORTARIA Nº 161, DE 18 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=41
joão felipe lemos cunha,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=37
paulo moreira neto,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=37
andré de oliveira nunes,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=37
rodrigo otávio moreira da cruz,102.4,"PORTARIA Nº 193, DE 25 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=38
carlos pereira da costa,102.2,"PORTARIA N° 417/CH GAB MD/GM-MD, DE 25 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=7
jéssie brauner de moraes,101.3,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=38
ingrid pantoja machado ,102.3,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=38
francisco josé leite neto,102.3,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=38
marcello novaes fernandes espíndula,101.4,"PORTARIA Nº 105, DE 23 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=44
helen cristina de assunção cardoso,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
charliane ferreira de mesquita,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
joão vianey xavier filho,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
liliane vieira castro barbosa,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
júlio césar barreto,101.4,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
roberto reis monteiro neto,101.3,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=40
eduardo henrique pinto bezerra,102.3,PORTARIAS DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=38
flávia renata tavernard trindade braz de oliveira,101.3,"PORTARIA Nº 194, DE 25 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=21
adriano di gregório,101.4,PORTARIAs DE 25 DE JANEIRO DE 2019,28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=21
sebastião vitalino da silva,101.4,"PORTARIA Nº 197, DE 25 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=21
ana lúcia sartorelli,101.4,"PORTARIA Nº 198, DE 25 DE JANEIRO DE 2019",28/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/01/2019&jornal=529&pagina=21
eduardo rogério rodrigues dos santos,102.2,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
fabio ricardo ciavolih mota,101.2,PORTARIAS DE 23 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=36
deborah rodrigues afonseca,101.1,"PORTARIA Nº 9.141, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
nabor serrano brandão,102.3,"PORTARIA Nº 85, DE 25 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=10
tiago dias sobrinho,101.4,"PORTARIA Nº 221, DE 25 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=6
valéria de jesus rodrigues souza,102.4,PORTARIAs DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
izildinha sousa sales,102.1,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
frutuoso da silva lorega neto,102.2,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
vanderlúcia neres amaro,101.3,"PORTARIA Nº 44, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=38
leandro almada da costa,101.1,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=37
wanderley guenka,102.4,PORTARIAS DE 25 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=38
marcela saldanha dos anjos,101.2,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=38
marcos guimarães bastos,102.2,PORTARIAS DE 22 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=40
juliana lopes da silva,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
victor hugo barros costa,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
felipe wihlem peixoto bodens,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
maria barbara corandin,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
jose paulo rodrigues de carvalho,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
iann alves guedes,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
marcio cândido alves,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=3
thiago de magalhaes ferreira,102.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
dalva helena ferreira,101.4,PORTARIAS DE 22 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
adão carlos pereira da silva,101.3,PORTARIAS DE 23 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
raquel araújo martins,101.3,PORTARIAS DE 23 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
carlos roberto de carvalho fonseca,101.3,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
jonas bandeira da rocha,101.4,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
rodrigo do espirito santo padovani,101.4,PORTARIAS DE 24 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
mônica aparecida martinicos de abreu berton,102.3,"PORTARIA Nº 199, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=5
josué júnior guimarães ramos,101.2,"PORTARIA Nº 200, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=5
pedro yoshito noritomi,101.2,"PORTARIA Nº 211, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=6
angela maria alves,101.2,"PORTARIA Nº 212, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=6
debora telles brito,101.3,"PORTARIA Nº 915, 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=4
thiago nobre de almeida,101.3,"PORTARIA Nº 200,  DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=17
marcos vinicius da cruz coelho,101.3,"PORTARIA Nº 201, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=17
martha de nazaré ferreira martins,102.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=17
glauber vinícius cunha gervásio,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
tais kuchnir,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
breno vago amorim,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
leopoldo nogueira marques,101.3,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
rivaldo pereira lima filho,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
luiz eduardo pires thomaz,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
elvis aparecido secco,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
ronaldo de goes carrer,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
roberto mello milaneze,101.4,PORTARIAS DE 21 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=35
sandro filippo,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
eimair bottega ebeling,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
luciano lourenço da silva,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
anibal durães de almeida júnior,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
maurício drummond uzeda,101.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
andré luis ludolfo da silva,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
thiago douglas alvarenga camelo,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
lorena cristina martins batista,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
denise rios ehndo,101.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
heloisa spazapan da silva,101.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
marcela tetzner laiz,101.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
francisco vieira garonce,101.4,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
edson macedo costa,101.3,PORTARIAS DE 28 DE JANEIRO DE 2019,29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
cássia bretas pinto coelho,101.4,"PORTARIA N° 253, DE 28 DE JANEIRO DE 2019",29/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/01/2019&jornal=529&pagina=33
patricia maria gomes,102.2,"PORTARIA Nº 63, DE 24 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=95
cecília alves porto,101.1,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
tatianne borges da costa batista,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
marcelo eduardo pereira da silva,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
rodrigo de souza,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
sergio da silva de medeiros,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
gilberto cardoso da silva,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
diogo gonçalves lima,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
sergio roberto mele junior,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
alvaro portel junior,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
ricardo marques sarto,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
julio cesar gabry taboas,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
rogério da silva soares,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
daniela paganelli rodrigues chaves,101.1,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
leandro záccaro garcia,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
cristiane lima araujo,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
susana ines de almeida e silva,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
paulo alberto hummel mendes,101.2,PORTARIAS DE 25 DE JANEIRO DE 2019,30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=93
benedito adalberto brunca,102.4,"Portaria Nº 142, DE 28 DE janeiro DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=36
maria frança e leite velloso,102.4,"PORTARIA Nº 147, DE 28 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=36
eliomar gomes lima,102.3,"PORTARIA Nº 128, DE 28 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=35
daniella cristina carneiro martins de santana,101.2,"Portaria Nº 124, DE 28 DE janeiro DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=35
tatiane cruz sousa,102.3,"Portaria Nº 125, DE 28 DE janeiro DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=35
kristiely pereira lima,101.2,"Portaria Nº 126, DE 28 DE janeiro DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=35
rogerio do nascimento,102.3,"Portaria Nº 127, DE 28 DE janeiro DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=35
sergio de barros trannin,102.1,"PORTARIA Nº 228, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=18
edson de oliveira e silva junior,102.1,"PORTARIA Nº 231, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=18
elizabete mendes sousa,102.1,"PORTARIA Nº 244, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=19
roberta rodrigues moreira branco paredes,102.2,"PORTARIA Nº 259, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=20
aline regina fernandes,102.3,"PORTARIA Nº 272, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=21
lidiane rocha de oliveira melo,102.3,"PORTARIA Nº 273, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=21
renata maria clara modenese vieira,102.3,"PORTARIA Nº 274, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=21
alexandre tomio,102.3,"PORTARIA Nº 275, DE 29 DE JANEIRO DE 2019",30/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/01/2019&jornal=529&pagina=21
