NOME,SIMBOLO_NOMEACAO,TITULO_PORTARIA,DATA_PORTARIA,LINK_PORTARIA
christiano demétrio de lima ribeiro,101.4,"PORTARIA Nº 170, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
cristiane vasconcelos horta godinho,101.3,"PORTARIA Nº 171, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
carlos augusto silva ditadi,101.3,PORTARIAS DE 23 DE JANEIRO DE 2019,24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=33
mariana monteiro da silveira,102.1,PORTARIAS DE 23 DE JANEIRO DE 2019,24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=33
rubens josé clemente filho,101.3,PORTARIAS DE 23 DE JANEIRO DE 2019,24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=33
francisco nixon lopes frota,102.4,PORTARIAS DE 23 DE JANEIRO DE 2019,24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=33
janaina thaines moreira,101.4,"PORTARIA Nº 172, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
lilian carvalho do nascimento,101.4,"PORTARIA Nº 173, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
priscila franco ávalos lopes planelis,101.4,"PORTARIA Nº 174, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
raquel tavares vieira john,101.4,"PORTARIA Nº 175, DE 23 DE JANEIRO DE 2019",24/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=24/01/2019&jornal=529&pagina=18
fernando machado diniz,102.4,"Portaria  Nº 100, DE 22 DE janeiro DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=43
mauricio pinheiro fleury curado,101.4,"PORTARIA Nº 435, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
jose maria dos anjos,101.4,"PORTARIA Nº 436, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
moacyr faustino junior,101.3,"PORTARIA Nº 439, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
antonio luis machado de moraes,101.4,"PORTARIA Nº 440, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
jose henrique da silva,101.4,"PORTARIA Nº 443, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
wanderson henrique do couto,101.3,"PORTARIA Nº 444, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
jose carlos zukowski,101.4,"PORTARIA Nº 447, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
maurilio canut,101.3,"PORTARIA Nº 448, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
marcelo fernandes guimaraes,101.4,"PORTARIA Nº 452, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
simone yuri ramos,101.3,"PORTARIA Nº 453, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
luiz claudio carmona,101.4,"PORTARIA Nº 455, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
lino luiz da motta santo colsera,101.3,"PORTARIA Nº 456, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=12
rodolfo osorio de oliveira,101.4,"PORTARIA Nº 458, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
alvani oliveira domiense,102.2,"PORTARIA Nº 460, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
marianna sanae coutinho ashiuchi,101.2,"PORTARIA Nº 461, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
jose carlos araujo merces junior,101.2,"PORTARIA Nº 462, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
fernanda hastenrreiter saraiva,101.2,"PORTARIA Nº 463, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
adriana novoa brambila bressan,102.2,"PORTARIA Nº 464, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
vanessa da fonseca pereira,102.2,"PORTARIA Nº 467, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
rodrigo machado de franca,102.2,"PORTARIA Nº 469, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
alexandre augusto evaristo costa,101.1,"PORTARIA Nº 470, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
marcelle andrade machado,102.2,"PORTARIA Nº 471, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=13
isabel regina flores carneiro roxo,101.2,"PORTARIA Nº 473, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
marconi lopes de albuquerque,101.2,"PORTARIA Nº 476, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
beatriz monzillo de almeida,101.4,"PORTARIA Nº 361, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
joão pires de carvalho junior,102.4,"PORTARIA Nº 362, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
paulo maciel aranha,101.3,"PORTARIA Nº 363, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
afonso costa bulhões júnior,101.3,"PORTARIA Nº 365, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
flavio alves de resende,101.3,"PORTARIA Nº 381, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
arnaldo josé da silva,102.2,"PORTARIA Nº 382, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
raquel mousinho de moura fé,102.2,"PORTARIA Nº 383, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
luciana alves de araújo,102.2,"PORTARIA Nº 384, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
hugo borges badú,102.2,"PORTARIA Nº 385, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=9
marília oliveira de torrecillas rangel,102.1,"PORTARIA Nº 386, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
ivan sales santos,102.1,"PORTARIA Nº 387, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
fernanda martins de faria,102.1,"PORTARIA Nº 388, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
cláudia maria moreira queiroz,102.1,"PORTARIA Nº 389, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
iara pocceschi licati de queiroz,102.1,"PORTARIA Nº 390, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
eliane oliveira neri,102.1,"PORTARIA Nº 391, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
regina patrícia de carvalho da silva bomfim,101.4,"PORTARIA Nº 392, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
thalyta de farias alves ferrin,101.3,"PORTARIA Nº 393, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
marcos santiago fritsch,101.3,"PORTARIA Nº 394, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
silmara campos coimbra,102.1,"PORTARIA Nº 395, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
wanderson cley santos dias,102.1,"PORTARIA Nº 396, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
jacqueline ramos da silva,102.1,"PORTARIA Nº 397, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
jany mary moureira mourão,102.1,"PORTARIA Nº 399, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
regina nogueira de almeida gentil,101.2,"PORTARIA Nº 400, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
érika eugênia coutinho,101.2,"PORTARIA Nº 401, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
samara daiana da silva,102.2,"PORTARIA Nº 411, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
paulo maciel aranha,102.3,"PORTARIA Nº 757, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
deylon wylbor neves oliveira,102.2,"PORTARIA Nº 413, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=10
giselle cavalcante maia de araújo,102.2,"PORTARIA Nº 414, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
lúcia regina bahia de carvalho,101.2,"PORTARIA Nº 418, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
marcelle versiani castro,101.2,"PORTARIA Nº 419, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
ricardo de sales vieira,101.1,"PORTARIA Nº 421, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
gracielle cristina santana,101.2,"PORTARIA Nº 422, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
silvana alves de sousa,102.2,"PORTARIA Nº 423, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
eloisa carla rodrigues carreira,102.2,"PORTARIA Nº 424, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
michelle cristiny martins de jesus santos,102.3,"PORTARIA Nº 425, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
polyanna amaral rodrigues miclos,101.1,"PORTARIA Nº 481, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
rosane henn,102.4,"PORTARIA Nº 482, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
andré luiz teixeira santos,102.4,"PORTARIA Nº 483, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
patrícia rodrigues de freitas,102.4,"PORTARIA Nº 484, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
giovanni gabas coelho,102.2,"PORTARIA Nº 488, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
carmen lúcia silva dos santos,102.1,"PORTARIA Nº 489, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
alberto alves de santana,102.1,"PORTARIA Nº 490, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
felipe de souza miranda,101.2,"PORTARIA Nº 492, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
felipe de araújo santana,101.2,"PORTARIA Nº 493, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
andre vieira ferreira,101.3,"PORTARIA Nº 494, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=14
rozana teixeira da silva,101.1,"PORTARIA Nº 495, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
alexandre ferreira da silva,101.3,"PORTARIA Nº 496, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
sylton mauro siqueira de abreu lima,101.1,"PORTARIA Nº 498, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
aline mirilli mac cord,101.3,"PORTARIA Nº 500, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
júlia figueiredo guerreiro,101.2,"PORTARIA Nº 502, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
sérgio araújo felício,101.2,"PORTARIA Nº 504, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
fábio farnese,101.2,"PORTARIA Nº 505, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
sara martins,101.4,"PORTARIA Nº 306, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
hugo marcus silva teixerense,101.4,"PORTARIA Nº 309, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
fernando parente andrade,101.1,"PORTARIA Nº 312, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
doralice de jesus oliveira magalhães,101.1,"PORTARIA Nº 313, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
ricardo monteiro dos santos,101.2,"PORTARIA Nº 317, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
euripedes gabriel dos santos,101.2,"PORTARIA Nº 321, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
sérgio luiz gomes de carvalho,102.4,"PORTARIA Nº 426, DE 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=11
ila meneses rolim viana,101.1,"PORTARIA Nº 568, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
diego silva de sousa,101.1,"PORTARIA Nº 760, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
carlos henrique menezes sobral,102.4,PORTARIAS DE 23 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
andré brugnara soares,101.4,"PORTARIA Nº 337, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
ricardo augusto de sousa franco,101.4,"PORTARIA Nº 341, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
elvison nunes ramos,101.4,"PORTARIA Nº 344, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
adilon de souza milhomem,101.1,"PORTARIA Nº 350, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=8
nelson de andrade júnior,102.4,"PORTARIA Nº 259, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
suzana gonçalves laranja,101.3,"PORTARIA Nº 261, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
gilberto koji nagata,101.3,"PORTARIA Nº 263, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
manoel josé diniz mendonça,101.3,"PORTARIA Nº 265, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
nelson marques félix,101.3,"PORTARIA Nº 267, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
laides ribeiro de souza,102.2,"PORTARIA Nº 283, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
celso vieira dos santos,102.1,"PORTARIA Nº 284, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
karla cronemberg mendes,101.2,"PORTARIA Nº 285, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
ana lúcia de jesus,101.2,"PORTARIA Nº 286, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
gabriela carolina coelho de oliveira,101.2,"PORTARIA Nº 287, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
leticia andrade ribas,101.2,"PORTARIA Nº 288, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
marli alves de freitas,101.2,"PORTARIA Nº 289, de 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
marcelo laurindo silva,101.2,"PORTARIA Nº 290, DE 21 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
vander miranda brasileiro,101.2,"PORTARIA Nº 291, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
josé geraldo rodrigues,102.2,"PORTARIA Nº 292, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
sergineide nobre vieira,102.2,"PORTARIA Nº 305, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=7
marina muniz bezerra moraes,101.2,"PORTARIA Nº 717, DE 23 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
jorge roberto gabriel,101.2,"PORTARIA Nº 722, DE 23 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
maria cláudia silveira dos santos,102.2,"PORTARIA Nº 724, DE 23 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
leonardo nunes vince,101.2,"PORTARIA Nº 736, de 23 DE JANEIRO 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
edilene cambraia soares,101.4,"PORTARIA Nº 293, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=6
jorge vinicios da rocha moreira,101.2,"PORTARIA Nº 213, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
kelly cristina da silva,101.1,"PORTARIA Nº 214, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
roney rodrigues sousa,101.1,"PORTARIA Nº 215, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
leidinar alves da silva,101.2,"PORTARIA Nº 513, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=15
